effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;2;db/effect_bundles_to_effects_junctions_tables/nagash_rites				
nag_death	nag_effect_unit_xp_levels_all_skeleton	faction_to_force_own_unseen	3.0	start_turn_completed
nag_death	nag_effect_recruit_rank_nag_ghouls_zombies	faction_to_force_own_unseen	2.0	start_turn_completed
nag_divinity	wh_main_effect_religion_conversion_undeath_events	faction_to_province_own	5.0	start_turn_completed
nag_divinity	wh_main_effect_force_all_campaign_replenishment_rate_horde	faction_to_force_own	15.0	start_turn_completed
nag_winds	nag_ability_enable_endless_tomb	faction_to_force_own	1.0	start_turn_completed
nag_winds	nag_ability_enable_batocalypse	faction_to_force_own	1.0	start_turn_completed
nag_winds	wh_main_effect_military_force_winds_of_magic_depletion_mod_other	faction_to_force_own	15.0	start_turn_completed
nag_divinity	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	25.0	start_turn_completed
nag_death	nag_effect_resource_upkeep_reduction_beasts	faction_to_force_own_unseen	-75.0	start_turn_completed
nag_death	nag_effect_resource_upkeep_reduction_construct	faction_to_force_own_unseen	-75.0	start_turn_completed
nag_death	nag_effect_resource_upkeep_reduction_zombie	faction_to_force_own_unseen	-75.0	start_turn_completed
nag_man	wh_main_effect_public_order_events	province_to_province_own_factionwide	5.0	start_turn_completed
nag_man	wh_main_effect_force_army_campaign_local_happiness_repression	force_to_province_enemy	-10.0	start_turn_completed
nag_rite_nagash	wh_main_effect_building_construction_cost_mod	faction_to_region_own	-20.0	start_turn_completed
nag_rite_nagash	wh_main_effect_force_building_cost_mod	faction_to_force_own_unseen	-20.0	start_turn_completed
nag_death_shambling_horde	wh_dlc08_effect_force_all_campaign_upkeep_hidden	force_to_force_own	-200.0	start_turn_completed
nag_death_shambling_horde	nag_death_shambling_horde_free_upkeep	force_to_force_own	1.0	start_turn_completed
