bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/rhox_nagash_tech		
armour_mod	nag_force_stat_armour_nehekhara_warriors_chariots	nag_tech_chariots
armour_mod	nag_force_stat_armour_nehekhara_warriors_chariots	nag_tech_nehekhara_warriors_0
melee_damage_ap_mod_mult	nag_effect_force_stat_weapon_strength_nehekhara_warriors_chariots	nag_tech_chariots
melee_damage_ap_mod_mult	nag_effect_force_stat_weapon_strength_nehekhara_warriors_chariots	nag_tech_nehekhara_warriors_0
melee_damage_mod_mult	nag_effect_force_stat_weapon_strength_nehekhara_warriors_chariots	nag_tech_chariots
melee_damage_mod_mult	nag_effect_force_stat_weapon_strength_nehekhara_warriors_chariots	nag_tech_nehekhara_warriors_0
charge_add	nag_effect_force_stat_charge_bonus_nehekhara_warriors_chariots	nag_tech_chariots
charge_add	nag_effect_force_stat_charge_bonus_nehekhara_warriors_chariots	nag_tech_nehekhara_warriors_0
melee_attack_mod	nag_effect_force_stat_melee_attack_nehekhara_warriors_chariots	nag_tech_chariots
melee_attack_mod	nag_effect_force_stat_melee_attack_nehekhara_warriors_chariots	nag_tech_nehekhara_warriors_0
melee_defence_mod	nag_effect_force_stat_melee_defence_nehekhara_warriors_chariots	nag_tech_chariots
melee_defence_mod	nag_effect_force_stat_melee_defence_nehekhara_warriors_chariots	nag_tech_nehekhara_warriors_0
mod_land_movement_battle	nag_effect_force_stat_movement_speed_zombies	nag_zombie
melee_defence_mod	nag_effect_force_stat_melee_defence_zombies_skeletons	nag_skeletons_basic
melee_defence_mod	nag_effect_force_stat_melee_defence_zombies_skeletons	nag_zombie
melee_defence_mod	nag_effect_force_stat_melee_defence_stalker_necropolis_knight	nag_tech_stalker_necropolis_knight
melee_attack_mod	nag_effect_force_stat_melee_attack_blood_knights	nag_tech_blood_knights
upkeep_mod	nag_effect_upkeep_reduction_blood_knights_mortis	nag_tech_blood_knights_mortis
armour_mod	nag_effect_force_stat_armour_necropolis_knights	nag_tech_necropolis_knights
melee_damage_ap_mod_mult	nag_effect_force_stat_weapon_strength_horsemen_necropolice	nag_tech_cav_necropolis_knights_0
melee_damage_ap_mod_mult	nag_effect_force_stat_weapon_strength_horsemen_necropolice	nag_tech_cav_necropolis_knights_1
melee_damage_ap_mod_mult	nag_effect_force_stat_weapon_strength_horsemen_necropolice	nag_tech_tmb_horsemen
melee_damage_mod_mult	nag_effect_force_stat_weapon_strength_horsemen_necropolice	nag_tech_cav_necropolis_knights_0
melee_damage_mod_mult	nag_effect_force_stat_weapon_strength_horsemen_necropolice	nag_tech_cav_necropolis_knights_1
melee_damage_mod_mult	nag_effect_force_stat_weapon_strength_horsemen_necropolice	nag_tech_tmb_horsemen
morale	nag_effect_force_stat_leadership_direwolves_fell_bats	nag_tech_dire_wolves_fell_bats
charge_add	nag_effect_force_stat_charge_bonus_fell_bats_dire_wolves	nag_tech_dire_wolves_fell_bats
upkeep_mod	nag_effect_upkeep_reduction_unembedded_vampire_agents	nag_tech_vampire_agents
upkeep_mod	nag_effect_upkeep_reduction_vampire_agents	nag_tech_vampire_agents
unit_damage_resistance_missile_mod	nag_effect_tech_missile_resistance_all_zombies	nag_zombie
