id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/jvj_nagash_buildings_secondary		
2106232	nag_outpost_main_port_1	nag_vanilla_cst_mon_bloated_corpse_0
2106233	nag_outpost_main_port_1	nag_vanilla_cst_mon_bloated_corpse_0
2106234	nag_outpost_primary_support_1	nag_vanilla_tmb_cav_necropolis_knights_0
2106235	nag_outpost_primary_support_1	nag_vanilla_tmb_cav_necropolis_knights_0
2106236	nag_outpost_primary_support_1	nag_vanilla_tmb_mon_ushabti_0
2106237	nag_outpost_primary_support_1	nag_vanilla_tmb_mon_ushabti_0
2106238	nag_outpost_primary_support_1	nag_vanilla_tmb_mon_ushabti_1
2106239	nag_outpost_primary_support_1	nag_vanilla_tmb_mon_tomb_scorpion_0
2106240	nag_outpost_primary_support_1	nag_vanilla_tmb_art_casket_of_souls_0
2106241	nag_outpost_primary_nehek_1	nag_vanilla_tmb_inf_tomb_guard_0
2106242	nag_outpost_primary_nehek_1	nag_vanilla_tmb_inf_tomb_guard_0
2106243	nag_outpost_primary_nehek_1	nag_vanilla_tmb_inf_tomb_guard_1
2106244	nag_outpost_primary_nehek_1	nag_vanilla_tmb_inf_nehekhara_warriors_0
2106245	nag_outpost_primary_nehek_1	nag_vanilla_tmb_inf_nehekhara_warriors_0
2106246	nag_outpost_primary_nehek_1	nag_vanilla_tmb_mon_ushabti_0
2106247	nag_outpost_primary_nehek_1	nag_vanilla_tmb_mon_tomb_scorpion_0
2106248	nag_outpost_primary_nagashizzar_1	nag_morghasts
2106249	nag_outpost_primary_nagashizzar_1	nag_nagashi_guard
2106250	nag_outpost_primary_nagashizzar_1	nag_nagashi_guard
2106251	nag_outpost_primary_nagashizzar_1	nag_nagashi_guard_halb
2106252	nag_outpost_primary_nagashizzar_1	nag_nagashi_guard_halb
2106253	nag_outpost_primary_nagashizzar_1	nag_bone_thrower
2106254	nag_outpost_primary_nagashizzar_1	nag_bone_golems
2106255	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_deckhands_mob_0
2106256	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_deckhands_mob_0
2106257	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_deckhands_mob_1
2106258	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_deckhands_mob_1
2106259	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_gunnery_mob_0
2106260	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_gunnery_mob_0
2106261	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_gunnery_mob_1
2106262	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_zombie_gunnery_mob_1
2106263	nag_outpost_primary_coast_1	nag_vanilla_cst_inf_deck_gunners_0
2106264	nag_outpost_primary_count_1	nag_vanilla_vmp_inf_grave_guard_0
2106265	nag_outpost_primary_count_1	nag_vanilla_vmp_inf_grave_guard_0
2106266	nag_outpost_primary_count_1	nag_vanilla_vmp_inf_grave_guard_0
2106267	nag_outpost_primary_count_1	nag_vanilla_vmp_inf_grave_guard_1
2106268	nag_outpost_primary_count_1	nag_vanilla_vmp_cav_black_knights_0
2106269	nag_outpost_primary_count_1	nag_vanilla_vmp_cav_black_knights_0
2106270	nag_outpost_primary_count_1	nag_vanilla_vmp_inf_cairn_wraiths
2106271	nag_outpost_primary_count_1	nag_vanilla_vmp_inf_cairn_wraiths
2106272	nag_outpost_primary_count_1	nag_vanilla_vmp_cav_hexwraiths
2106273	nag_outpost_secondary_fields_1	nag_vanilla_vmp_inf_crypt_ghouls
2106274	nag_outpost_secondary_fields_1	nag_vanilla_vmp_inf_crypt_ghouls
2106275	nag_outpost_secondary_fields_1	nag_vanilla_vmp_inf_crypt_ghouls
